POIID,Description,Latitude,Longitude,Width,Length,Flat,PicnicTable,FireRing,Grill,PitToilet,FlushToilet,PotableWater,NonPotableWater,RegistrationRequired,DateLastUpdated
313,"This small campground is located in Cherokee National Forest just northeast of Benton TN. Site number one is usually spoken for but there are 7 others to choose from. There is about a mile between most sites. Traffic was minimal. I saw about 6 cars in the 2 days I was there. Also there is a modern campground a couple miles away where I was able to shower and replenish my water supply. Some sites are more secluced than others, some have pullthrus others don't. The site I stayed at (two) was against a river and a creek.
Directions: Take US 441 north from Benton TN for about 8 miles then turn right on Spring Creek Rd. It runs along the Hiwassee River to the right. At about 1.75 miles the road sharply curves to the left into Gee Creek Rd 2. There will be another left curve just before site one. The camping is unmarked other than site numbers.",35.25,-84.5,20,35,1,1,1,1,0,0,0,0,0,2012-08-22 12:33:04.0
314,"This parking lot is used by truckers & is for short stays only, less than a week, & is close to many restaurants, grocery stores & auto service centres. No services available. At the junction of Provincial Highway 401 & Highway 29.",44.59933,-75.70319,0,0,1,0,0,0,0,0,0,0,0,2012-08-30 09:35:33.0
315,"Fish Hawk Point on Lake Hawkins.  Directions:  West of Hawkins on US 80 turn right (North) on County Road 3440.  Follow CR 3440 along the West side of the lake for several miles until you reach a public boat ramp next to a small Italian Restuarant.  To the right just before the restuarant turn into Fish Hawk Point.  This park has no sign but does have two signs, one stating ""tents only"" and the other indicating a public restroom.  The road follows the ridge of a penninsula.  It is a little steep but many tent locations are available.

The bathroom (men's and women's) have flush toilets nut no sinks.  The men's bathroom has a faucet on the supply to the toilet.  This is an unsupervised coounty park.  The bathrooms were dated but clean because the county has someone come out once or twice a week to pick up trash and keep the bathrooms presentable. The lake has really clean water and a couple of areas to swim with sandy bottoms.  

The road ends in a circle and the park gets a lot of traffic all night long.  Probably beer drinking and whoopie.

This would be a good stop if you were traveling between Dallas and Shreveport.  It is not far off of US 80 (the old highway between Dallas and Shreveport before Interstate Highways) and can be reached in Terrel and Longview.  If you are in a hurry don't bother.",32.619563,-95.251959,0,0,0,0,0,0,0,1,1,0,0,2012-10-20 13:48:44.0
316,"Only free sites at Angostura state park.  The other two hundred sites charge $18.00 a day plus entrance fee.  The free sites are located on the WEST side of Angostura lake.  Go approximately five miles south of Hot Springs, SD on Hwy 71.  Turn left on Sheps canyon road (gravel), go approximately four miles, turn RIGHT just past the trailer court and proceed approximately three miles.  There are around four sites. They are typically used on the weekend by walleye fisherman who may be noisy late at night.  I have never seen all the spaces taken on a weekday.  The sites are very close to the lake.  Pit toilet.  Primitive.  Boat dock.  These are not graded sites so it may take a while to level the vehicle.  Okay for motor homes but a full size bus might be too big. Fishing, swimming, and boat dock.  Nearest store is in Hot Springs.  Fairly secluded sites for being near a fishing, swimming, skiing, and recreational lake. I verified with State Game Fish & Parks on 11/9/12 that these sites were still free.  During dry summers no fires are allowed.",43.297409,-103.446858,0,0,1,0,1,0,1,0,0,0,0,2012-11-10 11:46:52.0
317,"Located in the Santa Fe National Forest (USFS), Big Tesuque is a walk in campground not conducive to trailer or RV camping. It's a 30 minute drive from downtown Santa Fe. There are 10 units, Picnic tables and grills, and vaulted toilets in the parking lot. There is no potable water, but there are two rushing streams, and no campground host. For potable water, you can stop at the Black Rock campground located in Hyde Park (the first campground you come to on NM 475) -- there is a water spigot next to the vault toilet. There is a maximum stay of 14 days.

The entire area is very scenic, and NM 475 is also designated as the Santa Fe Scenic Byway. Because of the large stands of aspen trees, the area is very busy, especially in the fall aspen viewing season. There are additional recreation opportunities along NM 475, both above and below Big Tesuque Campground, including hiking and biking trails, picnic areas, and in the winter both nordic and alpine skiing and snow shoeing. Tesuque is pronounced ""Teh-soo-key"".

http://www.fs.usda.gov/recarea/santafe/recarea/?recid=75602",35.76917048,-105.8086099,8,8,1,1,1,1,1,0,0,1,0,2013-01-01 20:48:13.0
318,"Cozy camp spots nestled in a canyon next to a river. There are no amenities or toilets. There are around 10 spots that consist of semi-level ground and a few rock rings for fire pits. Most spots are less than 50 feet from the road, so you'll hear cars during the day (not too many pass by at night).

The turn off to the campsite is approx. 9 miles from Highway 285 in Buena Vista. You'll pass Rainbow Lake, and it's the second turn off to the left. If you see a turn off to the right, you've gone too far.

Approx. 3.5 miles towards Buena Vista is Cottonwood Hot Springs, a very relaxing paid hot springs resort. The campsite is within a quarter mile of the Colorado Trial, so there are great hiking opportunities nearby. Check out Cottonwood Lake off of Highway 343 for fishing, camping, kayaking, hiking and 4-wheeling in the summer, and snowmobiling, cross-county skiing, ice skating and ice fishing in the winter. ",38.8128,-106.281543,8,8,1,0,1,0,0,0,0,1,0,2013-01-01 21:42:04.0
320,"Access road to the Fontana Lake Dam
(Dirt road right next to small waterfall). Drive a mile up on the road (stop right before the road gate).
Awesome place for a night on the middle of the woods.",35.45351,-83.84024,0,0,1,0,0,0,0,0,0,0,0,2013-03-01 11:30:55.0
321,"4wd accessible.  I pulled my popup to this site, but while I didn't need 4wd, I would not recommend a 2wd vehicle, in case it got sloppy.

Only one spot, at end of a Forest Service Road spur.  Next to a meadow.  We didn't see any large animals, but did find bear scratching on tree stumps when we hiked around.

Look at this location on a satellite image, and see how to get here from Jefferson, CO.  GoogleEarth says CR 54.  Take it west, past the Jeffereson Lake camping turnoff.  At ""Y"", bear right.  You'll eventually pass another FS campground.  About .65 mile after that campground, on a right hairpin turn, go left onto Forest Service Road 136.  As I said, best to look at a satellite image.  If in GoogleEarth, make a route, and save to your GPS.",39.393144,-105.893485,25,50,1,0,1,0,0,0,0,0,0,2013-03-25 13:49:37.0
322,"Laura's Overlook - Head south on Hwy 285 from Fairplay, CO, 3.65 miles from the stoplight.  Turn west (right) on CR 20.  Go 2.15 miles to a right turn onto a gravel road.  It will do a 90 degree turn to left.  Follow it 1.1 miles (from the pavement) to a ""Y"".  The right leg will go to Brown's Pass.  The left leg crosses a creek 
(If creek is too full, don't cross creek.  Follow other leg (towards Brown's Pass), and find a spot along that road.  Many to choose from.), and heads up the hill.  Go .3 mile from the ""Y"", to the top of the meadow.  Go south just to the edge of the meadow.  Great view!

Not flat, but easy to shim trailer wheels.  You can also camp in the woods, if you are tenting.",39.169921,-106.065662,30,50,0,0,1,0,0,0,0,0,0,2013-03-25 15:16:36.0
323,"SE of Steamboat Springs, CO, between the summits of Rabbit Ears Pass. On a ridge, with a very nice overlook to the east.  While next to the Forest Service road, it is sheltered from the road by trees.  

About 3.86 miles south of US 40, between the two summits of Rabbit Ears Pass.  Easy to get a trailer to, but would recommend a truck as a tow vehicle, as higher clearance is preferred.  Can be 2-wheel drive.  Site can handle up to 35' trailer, but that will be tight turning into or out of the site.

If you want to mtn bike, you can do that on the FSR.  Other areas to mtn bike nearby, also off of Hwy 40.  

Very peaceful all the time.  Open after all snow is gone (early June, normally), until after most hunting seasons close (Oct.)  Routt National Forest.",40.34178,-106.62751,50,50,1,0,1,0,0,0,0,0,0,2013-04-17 08:55:35.0
324,"Redington Pass (Coronado National Forest)
Completely free and legal. Regularly patrolled by sheriffs department.
East of Tucson. You take Tanque Verde until it turns into a dirt road. There are several RV friendly flat spots available at the beginning of the dirt road, and another 10 or so spots available on the mountainside. Smaller campers, vans, and tents frequently use these spots. Washboarding and steep climbs from the mountainside up, but you can easily back into the spots. 
Tanque Verde Falls is easily accessible from this area, as well as several top notch 4WD trails a little further back. ",32.262409,-110.620099,20,50,1,0,1,0,0,0,0,0,0,2013-04-18 11:58:00.0
325,"E Cottonwood Canyon Road just east of Phoenix and north of Florence on AZ79.
This is an expansive, RV friendly area. Most folks are there for the miles of atv and jeep trails that go through the mining country to the east of the sites. There's a staging area just off of AZ79, and the land is pretty much open from there back. A private spot shouldn't be hard to find with that much free space. 

NOTE: Land just N. of Army Training Camp.  Be very 
Careful where you go to the south of the. E. 
Cottonwood Staging Area to ride or establish 
An RV camp.  Practice rounds might reach you
If you ride or camp too close. 
",33.178801,-111.351529,100,100,1,0,1,0,0,0,0,0,0,2013-04-18 12:11:37.0
326,"Lake Mead Recreation Area
Lower Governtment Wash
It's $10 for entry to the park, but that will get you up to 7 days. $20 will pay for a year. 
Take Northshore Road/ NV167 to Lower Government Wash Road. It'll end at a big parking lot with bathroom facilities. Go through the parking lot to get to the dispersed camping sites. There are tons! Waterside to secluded spots... Tons of them! Lake Mead should provide lots of entertainment, but Las Vegas is only a 40 minute drive. Endless entertainment possibilities are readily available. Oh, and every time I've been, the fish are begging to be caught.",36.131396,-114.837265,100,100,1,0,1,0,1,0,0,0,0,2013-04-18 12:22:42.0
327,"Wild Horse Pass Casino (south of Phoenix)
Free RV camping in the RV lot around back. No registration necessary. 
You're parking with the big rigs, so it might get a little noisy. ",33.280039,-111.971349,10,40,1,0,0,0,0,0,0,0,0,2013-04-18 16:03:05.0
328,"Very beautiful location on on the the road heading up to oak grove campground. It is on the base of Pine Mountain in the Dixie National Forest. There are several primitive campsites along the road with no fees.  There is enough room for a small RV and a couple other vehicles at this particular site.  Not very far from I-15.  Just take the Leeds exit and then turn on the road that has a sign to Silver Reef. Continue following the road to the site.  only 30 minutes from St. George. Lots of beatiful hiking and scenery abound. ",37.272756,-113.388383,20,20,1,0,1,0,0,0,0,0,0,2013-05-07 14:01:50.0
329,"Southeast Section Scaddan Wash.
BLM 14 day limit area
Free and legal

Quartzsite, AZ off of I-10 exit 19.
South on 95 until it comes to a dead end. Turn left and drive for less than a mile. Scaddan Wash is on the right. There are other BLM camping areas throughout the area. Maps are on boards at the entrances. 

With easy access to Quartzsite, and miles of flat, open land. There are a few shade trees, but they get claimed quickly. It gets brutally hot here. Come prepared. You can see the highway. The noise is very reasonable, though.
",33.665391,-114.187506,100,100,1,0,0,0,0,0,0,0,0,2013-05-13 14:11:51.0
330,"Sherburne Wildlife Management Area. Tent and R/V camping are free, at the southern campsite in the WMA with a self clearing permit that can be obtained at any of the area's Information Centers (an Information Center is located at the campsite). The site is secluded though you may a couple of neighbors during peak hunting and fishing seasons. A few of the WMA's activities include camping, hiking, sightseeing, boating, horseback riding trails and ATV trails. With proper license hunting, trapping and fishing is possible. The site is down a dirt road and over the top of a levee so access to the site may be difficult if the weather is or has been bad (this is a Louisiana swamp), 4wd vehicle may be needed. From I-10 take the Whiskey Bay Exit on the Atchafalaya Basin Bridge. Head north on 975 for approximately 9 miles.    ",30.457717,-91.728994,100,1000,1,0,1,0,0,0,0,0,0,2013-06-06 10:06:12.0
331,"Joe Skeen BLM Camping. This is easy to find off of 117. It's set up like a regular campground with a host, and everything. Each site has a little awning over a picnic table. There's a pit toilet available. This is a fee free are.",34.941214,-107.823539,10,20,1,1,1,1,1,0,0,0,1,2013-07-14 18:00:27.0
332,"El Malpais National Conservation Area. Right off of 117, just below El Mapais National Monument.",34.702991,-108.028485,20,30,1,0,0,0,0,0,0,0,0,2013-07-14 18:06:06.0
333,"Goumaz campground, a USFS campground in Lassen National Forest.  Previously a fee was required to camp here, but when I was there the fee box was tapped up and there was no mention of a fee, so it's now free.  About 6 campsites with tables, and running water!  Right in the middle of the Bizz Johnson trail, an old railroad line converted to a hiking and biking trail.  One day we rode down and back to Susanville, and the next day up to Westwood and back.  At the most the trail is a 3% grade, so kids can easily do part of the it.  More info is at <http://www.fs.usda.gov/recarea/lassen/recreation/ohv/recarea/?recid=11407&actid=29> and I put some pictures of it at <https://dl.dropboxusercontent.com/u/5872971/Boondocking/Goumaz/index.html>.",40.413,-120.86267,20,40,1,1,1,1,1,0,1,0,0,2013-08-01 11:40:35.0
334,"Open ""14 day limit"" camping with hills and offroading and expansive flatland available for any kind of camper. It's called The Dome Rock Mountain Area, in the La Posa LTVA. Way to hot in the summer reaching 110 fairly frequently, but the other 3 seasons are optimal. Anyway, it's free and super easy to get to off the Dome Rock exit off of I-10. You can see it all from the highway!",33.644973,-114.333601,1000,1000,1,0,1,0,0,0,0,0,0,2013-08-04 14:59:16.0
335,"Birkhead Mountains Wilderness in Uwharrie National Forest (USFS) has multiple trail heads, and this one off of Lassiter Mill Road is far less used than the ""nicer"" one closer to NC 49. As long as you're 300 feet away from the trail head, or 100 feet off of any marked trail, you can camp without being bothered. Even on busy days, the trails at this end are very sparse in terms of users. The entry road is a little rough, so I wouldn't recommend trying to drive anything too large to the trail head. I have personally driven a sports car into there many times, so it's not that bad, just a decent uphill grade.",35.59015,-79.94873,100,100,1,0,0,0,0,0,0,0,0,2013-08-30 09:41:32.0
336,"Free camping near the Shirley Site / Marshall Pass road.  Plenty of spots, very heavily used on summer weekends by ATVs and mountain bikers.",38.415468,-106.137457,40,40,1,0,1,0,0,0,0,1,0,2013-12-03 11:44:21.0
337,"Located a few miles north of the east entrance to Valley of Fire State Park on 169, this huge mesa is known as ""Snowbird Mesa"" or ""Poverty Flats"" depending on your point of view.  There is some debate as to whether it is BLM land or belonged to a defunct mining company, but there are no signs limiting stays and there appear to be some long term residents. There are a few stone fire rings and plenty of stones to make more.  There can be dozens to hundreds of rigs depending on the season.  There are several roads in to the east side which goes back a good ways. There is only room for a few rigs on the west side but some people prefer that view enough to put up with the proximity to the road.  The town of Overton is a few miles up the road, with a Mavericks gas station, fast food, supermarkets and bars and so on.  I had great ATT 4G service there but no TMobile at all. 
",36.481223,-114.450734,0,0,1,0,1,0,0,0,0,0,0,2014-01-21 20:02:50.0
338,"Near Emerald Isle NC on the White Oak River.  Long Point Landing. Enter from Highway 58 at brown sign FR120 between Maysville and Swansboro N 34.822 W 77.15.  Three tent sites with pit toilet. Sites are very close together.
good spot for kayaking and canoes. People sometimes fish there so may be crowded. Hard to get a spot in the summer. Narrow dirt road so no large vehicles.  

 Camping also available at Haywood Landing which you access off of this same road then FR146 but better suited for vehicle camping. Also, lots of traffic at the boat launch. Same narrow dirt road. 
 USDA-Forest Service, Croatan National Forest
",34.798,-77.1782,12,20,1,1,1,1,1,0,0,1,0,2014-03-18 14:59:18.0
339,"Exit I-70 at Rabbit Valley and head south on dirt/gravel road to to Knowles Canyon Overlook, located in Mc Innis Canyons National Conservation Area. About 16 miles.  Six BLM sites with a nice view of the Colorado River below. I did see a tent camper trailer out there but it's really not suitable for motor homes. A nice hike is back up the road for the trail head going down Knowles Canyon.",39.13867,-109.02635,0,0,1,1,1,0,1,0,0,0,0,2014-05-11 13:08:38.0
340,"Exit I-70 at  Rabbit Valley and head north towards the Walk Through Time trailhead. Turn left and follow the gravel road up a fairly steep ascent to the top of the ridge where  there are least 6 sites on BLM land. I did see a large RV up there but I'm not sure it's suitable  for an inexperienced driver. Would make a good free stopover between Grand Junction and Moab. Disadvantage is you're still relatively close to I-70 and and get some traffic noise. ",39.19328,-109.02747,0,0,1,0,1,0,0,0,0,0,0,2014-05-11 13:20:56.0
